POA_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
POA4161,..,27,0,27,0,27,..,0,0,0,0,0,..,31,0,33,0,33,..,33,0,31,0,31,..,3,0,3,0,3,..,3,0,3,0,3,..,20,5,21,0,21,..,86,8,93,0,93,..,46,3,53,0,49,..,20,3,22,0,22,..,6,0,6,0,6,..,0,0,0,0,0,..,6,0,6,0,6,..,21,4,24,0,24,..,33,7,43,0,43,..,19,3,22,0,22,..,12,0,13,0,13,..,3,0,3,0,3,..,32,0,32,0,32,..,15,0,15,0,15,..,70,3,70,0,70,..,10,0,10,0,10,..,128,6,127,0,127,..,45,9,53,0,53,..,3,0,3,0,3,..,29,9,33,0,33,..,9,0,9,0,9,..,10,0,14,0,14,..,207,26,231,0,237,..,1003,110,1108,12,1121,..,40,3,49,588,632,14501,1048,112,1155,596,16254
POA4163,..,30,0,30,0,30,..,11,0,11,0,11,..,23,0,23,0,23,..,10,0,10,0,15,..,11,3,13,0,13,..,0,0,0,0,0,..,6,0,11,0,11,..,67,3,71,0,71,..,37,5,47,0,47,..,18,4,16,0,16,..,16,5,20,0,16,..,3,0,6,0,6,..,8,0,7,0,7,..,12,3,18,0,18,..,32,0,30,0,30,..,15,3,13,0,16,..,16,0,16,0,16,..,3,4,6,0,6,..,23,0,27,0,27,..,6,0,6,0,6,..,37,0,39,4,44,..,11,0,14,0,14,..,82,3,84,4,83,..,41,7,45,0,48,..,4,0,4,0,4,..,16,3,20,0,20,..,8,0,8,0,9,..,25,8,33,0,31,..,216,14,231,0,232,..,1043,117,1159,19,1177,..,30,3,36,822,854,12765,1077,118,1193,837,14801
POA4164,..,23,0,23,0,23,..,0,0,0,0,0,..,20,0,20,0,20,..,42,6,43,0,43,..,37,0,37,0,37,..,3,0,3,0,3,..,3,0,3,0,3,..,101,6,105,0,105,..,34,4,36,0,36,..,10,0,8,0,8,..,12,0,15,0,14,..,0,0,0,0,0,..,8,0,8,0,8,..,6,0,6,0,6,..,10,0,10,0,10,..,8,0,8,0,8,..,10,4,16,0,18,..,33,4,36,0,36,..,18,0,18,0,18,..,8,0,8,0,8,..,19,0,19,0,19,..,3,0,3,0,3,..,45,0,45,0,45,..,38,3,43,0,43,..,5,0,5,0,5,..,18,0,15,0,15,..,6,3,10,0,10,..,8,0,8,0,8,..,206,77,277,0,281,..,922,124,1042,6,1049,..,31,0,35,458,496,13150,956,129,1077,466,14694
POA4165,..,52,5,54,0,54,..,3,0,3,0,3,..,43,4,50,0,50,..,55,4,55,0,61,..,8,0,8,0,8,..,7,0,7,0,7,..,29,0,26,0,26,..,144,10,152,0,154,..,63,4,66,5,71,..,42,6,50,0,50,..,4,4,11,0,11,..,9,0,8,0,8,..,4,0,4,0,4,..,10,0,8,0,8,..,32,3,33,0,33,..,34,8,42,0,42,..,16,0,16,0,16,..,17,0,17,0,17,..,42,0,45,0,45,..,16,0,16,0,20,..,32,0,32,0,32,..,11,0,11,0,11,..,103,0,106,0,105,..,89,3,95,0,95,..,14,0,14,0,14,..,31,3,34,0,34,..,3,0,3,0,3,..,15,3,21,0,21,..,356,50,413,4,419,..,1644,135,1779,23,1803,..,79,7,87,1584,1671,33348,1725,142,1867,1606,36815
POA4169,..,76,10,85,0,85,..,13,0,13,0,13,..,98,3,101,0,99,..,33,3,35,0,35,..,27,0,27,0,27,..,11,0,11,0,11,..,118,3,121,4,125,..,295,8,309,5,309,..,127,11,138,3,142,..,83,18,99,4,107,..,72,37,110,0,110,..,3,0,3,0,3,..,0,0,0,0,0,..,91,12,95,0,95,..,26,0,25,0,25,..,69,10,73,0,73,..,4,0,4,0,4,..,18,6,27,5,27,..,34,0,34,0,34,..,27,6,31,0,31,..,44,0,49,0,48,..,14,0,14,0,14,..,121,3,131,0,132,..,296,64,360,0,360,..,16,0,16,0,16,..,33,22,54,0,54,..,27,3,26,0,26,..,93,16,106,0,104,..,492,64,553,12,567,..,2620,380,2994,37,3040,..,35,3,39,1093,1135,9818,2653,379,3033,1132,13995
POA4170,..,91,6,99,0,98,..,21,3,31,0,31,..,138,8,149,0,149,..,148,7,156,0,156,..,30,0,32,0,32,..,21,0,21,0,21,..,76,5,76,0,76,..,429,30,457,0,457,..,102,9,109,3,111,..,90,23,118,0,118,..,96,75,173,0,173,..,5,0,5,0,5,..,0,0,0,0,0,..,64,7,76,0,76,..,46,0,45,0,49,..,31,3,32,0,32,..,11,0,11,0,11,..,19,3,17,0,17,..,48,0,48,0,48,..,27,0,27,0,27,..,80,0,88,0,88,..,11,0,12,0,12,..,171,7,177,0,178,..,173,15,185,0,185,..,28,3,31,0,34,..,81,26,106,3,106,..,6,0,6,0,6,..,50,13,63,0,63,..,396,59,449,4,457,..,2574,356,2925,21,2949,..,44,5,49,1470,1513,20047,2617,362,2977,1490,24514
POA4171,..,71,0,71,0,71,..,8,0,8,0,8,..,25,0,25,0,25,..,20,0,21,0,21,..,14,0,14,0,14,..,0,3,3,0,3,..,11,0,13,0,13,..,77,11,84,0,84,..,94,9,98,0,101,..,39,4,45,0,47,..,20,13,29,0,27,..,3,0,3,0,3,..,0,0,0,0,0,..,14,0,14,0,14,..,17,3,25,0,25,..,35,5,46,0,46,..,9,0,9,0,9,..,6,0,6,0,6,..,6,0,6,0,6,..,15,0,13,0,13,..,12,3,16,0,16,..,5,0,9,0,9,..,39,3,47,0,47,..,154,13,159,0,159,..,7,0,7,0,7,..,21,0,24,0,24,..,3,0,5,0,5,..,18,0,21,0,21,..,213,33,246,15,266,..,1274,129,1403,20,1421,..,32,0,33,948,979,13320,1299,130,1432,977,15721
POA4172,..,11,0,11,0,11,..,0,0,0,0,0,..,38,0,44,0,44,..,16,3,23,0,23,..,9,0,9,0,9,..,0,0,0,0,0,..,31,0,32,0,32,..,99,9,105,0,105,..,13,0,13,0,13,..,10,3,7,0,10,..,31,17,49,0,49,..,3,0,3,0,3,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,10,0,10,0,10,..,6,0,6,0,6,..,4,0,4,0,4,..,7,0,7,0,7,..,7,0,7,0,7,..,14,0,14,0,14,..,11,0,11,0,11,..,36,0,38,0,38,..,38,7,43,0,43,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0,..,27,15,35,0,35,..,95,11,104,4,110,..,574,84,655,3,657,..,7,3,11,245,258,3385,577,87,667,253,4303
POA4173,..,57,9,69,0,69,..,0,0,0,0,0,..,82,0,85,0,85,..,26,0,27,0,27,..,39,7,42,0,42,..,0,0,0,0,0,..,32,6,34,0,34,..,175,12,190,0,190,..,43,3,43,0,46,..,10,6,11,0,11,..,5,0,5,0,5,..,3,0,3,0,3,..,0,0,0,0,0,..,18,0,19,0,19,..,5,0,5,0,5,..,18,0,20,0,20,..,25,0,25,0,25,..,3,0,3,0,3,..,48,0,44,0,44,..,7,0,7,0,7,..,51,0,51,0,51,..,8,0,14,0,14,..,117,3,116,0,116,..,58,8,66,3,66,..,16,3,20,0,20,..,22,6,22,0,22,..,3,3,3,0,3,..,41,20,63,0,58,..,168,41,214,4,217,..,978,139,1123,10,1127,..,23,0,21,370,396,6768,1001,142,1143,383,8290
POA4174,..,5,0,5,0,5,..,0,0,0,0,0,..,16,0,16,0,16,..,18,3,21,0,21,..,11,3,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,53,4,59,0,59,..,6,0,12,0,12,..,4,0,4,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,4,0,4,..,4,0,3,0,3,..,3,0,3,0,3,..,3,0,6,0,6,..,28,0,28,0,28,..,10,0,10,0,10,..,41,0,43,0,43,..,6,4,12,0,12,..,3,0,3,0,3,..,5,0,6,0,6,..,0,0,0,0,0,..,3,6,9,0,9,..,52,9,58,0,61,..,222,43,264,8,266,..,5,0,6,110,115,1998,230,43,271,110,2385
POA4178,..,50,3,55,3,61,..,3,0,5,0,5,..,84,3,88,3,93,..,60,4,67,0,68,..,44,0,41,0,41,..,3,0,3,0,3,..,41,4,42,0,42,..,237,17,251,4,255,..,65,4,74,0,74,..,53,3,58,0,56,..,25,3,26,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,29,3,33,0,33,..,7,0,7,0,7,..,37,0,35,0,35,..,17,3,22,0,20,..,3,0,3,0,3,..,78,0,78,0,78,..,11,0,11,0,11,..,152,4,157,0,158,..,20,0,20,0,23,..,262,4,270,3,271,..,131,10,147,0,144,..,5,0,5,0,5,..,45,10,48,0,48,..,0,0,0,0,0,..,83,28,107,0,107,..,393,56,451,10,464,..,1929,216,2145,27,2177,..,53,3,62,1282,1340,21695,1986,220,2207,1309,25208
POA4179,..,35,3,35,0,35,..,0,0,0,0,0,..,36,0,40,0,40,..,22,0,20,0,20,..,14,0,14,0,14,..,0,0,0,0,0,..,17,6,21,0,21,..,85,4,96,0,96,..,38,3,40,5,42,..,55,5,59,0,59,..,19,9,27,0,27,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,17,0,17,..,19,7,25,0,25,..,21,3,19,0,19,..,3,0,3,0,3,..,10,0,10,0,10,..,32,4,37,0,37,..,10,0,10,0,10,..,48,0,48,0,46,..,8,0,8,0,8,..,94,3,94,0,97,..,80,11,88,0,88,..,13,0,11,0,15,..,22,4,25,0,25,..,3,3,7,0,7,..,25,9,30,0,30,..,212,23,236,11,247,..,1045,119,1167,13,1180,..,41,3,44,790,836,17280,1086,122,1206,810,19291
POA4183,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,13,0,13,..,48,3,55,0,57,..,5,4,7,196,207,1845,58,3,61,201,2102
POA4184,..,3,0,3,0,3,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,18,0,19,0,19,..,14,0,14,0,10,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,7,7,15,0,15,..,4,0,4,0,4,..,5,0,5,0,5,..,12,3,17,0,17,..,5,0,5,0,5,..,9,0,9,0,9,..,4,0,4,0,4,..,36,3,36,0,36,..,3,0,3,0,3,..,0,0,0,0,0,..,3,4,5,0,6,..,3,3,7,0,7,..,7,3,4,0,4,..,75,15,90,0,90,..,302,44,350,3,348,..,23,0,23,439,464,6090,323,44,369,447,6906
POA4205,..,12,0,10,0,10,..,0,0,0,0,0,..,18,3,25,3,23,..,7,0,7,0,7,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,33,3,31,3,39,..,7,3,10,0,8,..,6,0,9,0,9,..,3,3,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,8,0,8,..,5,0,5,0,5,..,3,0,5,0,5,..,22,4,24,0,24,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,19,0,19,0,19,..,9,0,9,0,9,..,49,0,54,0,54,..,34,4,41,0,41,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,6,0,6,..,80,13,96,0,103,..,370,101,478,11,489,..,28,7,36,331,368,4530,403,110,507,345,5385
POA4207,..,52,3,50,0,50,..,10,0,10,0,10,..,144,8,152,0,157,..,75,5,84,0,84,..,20,0,21,0,21,..,44,3,52,0,52,..,34,3,42,0,42,..,328,20,349,0,351,..,64,11,77,0,78,..,83,10,98,3,97,..,23,18,35,0,35,..,3,0,3,0,3,..,16,0,17,0,17,..,37,19,55,0,55,..,107,3,114,0,114,..,71,5,81,0,81,..,245,14,261,0,265,..,40,11,44,0,44,..,153,8,166,3,170,..,55,3,54,0,55,..,196,3,203,0,203,..,34,4,32,0,32,..,437,19,460,4,462,..,168,26,194,8,201,..,7,0,7,0,7,..,71,7,74,0,74,..,156,32,192,0,193,..,75,59,126,0,126,..,1280,271,1554,27,1579,..,4027,627,4651,56,4712,..,151,21,176,3428,3600,46906,4178,646,4829,3483,55215
POA4208,..,22,3,22,0,22,..,0,0,0,0,0,..,22,0,22,0,22,..,31,7,42,0,42,..,4,0,4,0,4,..,9,0,9,0,9,..,19,0,21,0,21,..,82,5,90,0,90,..,33,0,31,0,31,..,30,3,33,0,32,..,25,14,38,0,38,..,7,3,8,0,8,..,7,0,7,0,7,..,0,0,0,0,0,..,19,0,20,0,20,..,39,9,48,0,48,..,31,0,31,0,31,..,12,4,15,0,15,..,8,0,8,0,8,..,15,0,15,0,15,..,14,0,14,0,14,..,3,0,5,0,5,..,35,0,41,0,41,..,55,0,56,0,59,..,6,0,6,0,6,..,19,0,19,0,19,..,20,0,20,0,20,..,10,0,10,0,10,..,315,49,369,5,375,..,1182,130,1313,12,1325,..,35,0,40,1115,1159,17484,1217,135,1349,1127,19965
POA4209,..,56,6,64,0,64,..,9,0,9,0,9,..,102,6,107,0,111,..,100,10,111,8,119,..,33,0,33,0,29,..,18,0,16,0,16,..,62,9,69,0,69,..,316,27,345,6,355,..,110,3,116,3,118,..,183,19,202,3,204,..,202,83,284,4,287,..,4,0,11,0,11,..,17,0,17,0,12,..,28,3,32,0,35,..,49,5,49,0,49,..,65,6,74,0,74,..,162,4,163,0,164,..,46,7,56,0,56,..,88,0,87,0,87,..,40,0,40,0,42,..,149,4,151,0,151,..,31,3,29,0,30,..,303,9,314,7,315,..,189,15,213,0,214,..,43,0,42,0,42,..,59,3,66,0,66,..,64,11,67,0,67,..,31,7,41,3,43,..,830,130,959,13,977,..,3869,487,4356,53,4407,..,129,8,137,3226,3366,42303,3999,495,4494,3276,50073
POA4210,..,27,3,34,0,34,..,6,0,7,0,7,..,31,4,36,0,36,..,9,0,9,0,9,..,12,0,12,0,12,..,14,0,14,0,14,..,23,0,23,0,23,..,97,3,99,0,99,..,47,3,49,0,49,..,101,8,107,0,107,..,46,18,69,0,69,..,3,0,3,0,3,..,6,0,6,0,6,..,6,0,6,0,6,..,38,0,41,0,41,..,40,7,44,0,44,..,18,0,23,0,23,..,25,0,27,0,27,..,26,4,32,0,32,..,12,0,12,0,12,..,29,0,31,0,31,..,12,0,12,0,12,..,85,3,84,0,84,..,72,0,72,0,69,..,8,0,8,0,7,..,31,0,30,0,30,..,11,3,9,0,9,..,10,7,19,0,19,..,260,39,300,4,302,..,1361,157,1515,10,1524,..,43,0,43,1168,1207,16742,1404,157,1561,1176,19475
POA4211,..,125,12,136,0,140,..,81,5,80,0,82,..,103,4,104,0,104,..,138,19,156,0,156,..,39,0,43,0,43,..,57,0,52,0,52,..,106,3,114,3,116,..,517,28,548,8,550,..,167,8,181,0,179,..,428,89,518,0,518,..,202,75,279,0,283,..,24,5,26,0,26,..,22,0,21,0,21,..,72,5,84,0,84,..,103,3,106,0,106,..,120,13,129,0,129,..,80,3,80,0,85,..,114,15,133,3,134,..,142,4,145,0,145,..,71,5,71,0,77,..,171,3,172,3,176,..,47,4,47,0,47,..,429,18,445,3,451,..,239,26,262,5,265,..,21,0,21,0,21,..,98,24,118,0,122,..,34,0,34,0,34,..,56,7,62,0,65,..,1052,115,1163,29,1194,..,5429,687,6116,75,6192,..,162,5,164,3448,3614,50999,5593,690,6283,3523,60801
POA4212,..,41,10,45,3,48,..,14,0,15,0,15,..,55,4,58,0,58,..,26,4,27,0,27,..,18,0,18,0,18,..,38,0,39,0,39,..,24,0,27,0,27,..,175,9,182,0,182,..,94,4,101,0,101,..,166,26,193,0,193,..,82,29,108,3,108,..,10,0,7,0,7,..,17,0,13,0,13,..,38,7,46,0,46,..,28,4,31,0,28,..,80,7,90,3,90,..,19,0,20,0,20,..,41,4,38,0,45,..,11,0,11,0,12,..,43,0,47,0,47,..,49,0,48,0,48,..,18,0,18,0,18,..,119,4,126,0,121,..,89,4,92,0,92,..,16,0,16,0,16,..,31,3,29,0,34,..,23,6,26,0,26,..,55,9,66,0,66,..,309,35,340,3,345,..,2419,306,2723,19,2740,..,55,4,61,1998,2061,23255,2470,313,2781,2015,28053
POA4213,..,39,5,42,0,42,..,0,0,0,0,0,..,56,0,56,0,56,..,13,0,11,0,11,..,8,0,14,0,12,..,3,0,3,0,3,..,13,0,15,0,15,..,94,4,97,0,96,..,78,3,81,0,81,..,191,29,221,0,221,..,30,13,35,0,35,..,19,0,24,0,24,..,13,0,13,3,18,..,3,0,3,0,3,..,40,9,51,0,51,..,55,4,57,0,60,..,19,0,19,4,22,..,24,4,29,0,29,..,35,3,39,0,39,..,9,0,11,4,17,..,47,0,47,0,47,..,5,0,5,0,5,..,92,4,102,4,105,..,81,3,81,4,86,..,0,0,0,0,0,..,37,3,40,0,40,..,10,0,14,0,14,..,13,5,24,0,24,..,335,30,365,4,369,..,1896,183,2075,28,2108,..,67,3,72,1665,1737,25199,1958,189,2149,1694,29042
POA4214,..,145,14,163,0,160,..,73,6,80,0,80,..,108,5,106,0,106,..,30,3,34,0,36,..,57,7,61,3,61,..,43,0,43,0,43,..,76,5,81,0,81,..,383,19,404,0,411,..,122,7,136,0,137,..,448,72,519,0,525,..,381,100,480,7,481,..,11,0,11,0,11,..,11,0,11,0,11,..,58,5,61,0,61,..,57,6,65,0,65,..,66,11,75,0,75,..,37,0,37,0,37,..,61,14,73,0,73,..,120,3,125,0,125,..,59,0,61,0,61,..,135,0,138,0,143,..,42,0,40,0,40,..,353,9,368,0,369,..,170,19,184,0,186,..,34,0,34,0,36,..,101,10,115,0,114,..,28,7,27,0,30,..,77,26,106,0,106,..,712,84,798,14,807,..,5150,818,5967,48,6011,..,84,3,90,2151,2237,28983,5236,824,6055,2194,37238
POA4215,..,130,11,146,0,146,..,58,3,69,0,69,..,207,11,217,4,221,..,179,21,197,0,203,..,40,3,45,0,45,..,36,6,43,0,43,..,179,10,187,0,192,..,710,53,762,9,772,..,217,24,249,3,250,..,688,237,926,4,929,..,730,385,1119,7,1124,..,37,8,38,0,38,..,16,0,16,0,16,..,184,33,220,0,218,..,98,3,96,0,99,..,162,31,194,0,194,..,48,0,48,0,48,..,162,37,201,3,205,..,193,3,194,0,198,..,119,10,128,0,129,..,287,8,294,3,294,..,58,4,57,0,62,..,658,20,677,3,677,..,352,58,409,3,407,..,51,0,52,0,52,..,178,39,222,0,222,..,85,13,106,0,106,..,158,28,185,0,185,..,1334,314,1643,27,1674,..,8896,1974,10867,85,10951,..,170,28,200,4615,4815,34400,9062,1999,11069,4701,50166
POA4216,..,86,3,89,0,88,..,48,0,52,0,52,..,47,0,45,0,47,..,62,8,70,0,70,..,11,0,11,0,11,..,80,6,86,0,86,..,51,9,65,0,61,..,297,25,327,3,326,..,148,15,167,4,169,..,204,55,263,0,259,..,89,42,131,3,132,..,15,3,19,0,19,..,25,0,28,0,29,..,70,12,83,0,83,..,55,3,64,0,62,..,120,14,132,0,130,..,25,0,30,3,31,..,63,8,76,0,75,..,79,0,80,0,80,..,35,0,41,0,43,..,126,3,130,0,130,..,22,0,22,0,22,..,262,9,267,3,272,..,189,21,214,3,217,..,13,3,13,0,13,..,69,11,80,0,80,..,30,7,44,0,44,..,59,3,70,0,70,..,580,67,653,6,660,..,3660,562,4221,46,4265,..,108,8,119,2543,2655,30513,3762,574,4340,2586,37435
POA4217,..,212,24,236,0,236,..,31,0,31,0,31,..,263,12,275,3,277,..,413,41,450,5,457,..,16,0,19,0,19,..,32,0,32,0,32,..,438,20,453,5,460,..,1191,74,1261,14,1274,..,389,19,410,4,417,..,578,239,822,4,824,..,242,112,351,3,350,..,34,0,34,4,33,..,16,0,16,0,16,..,137,10,150,0,152,..,80,5,86,0,91,..,155,25,180,5,187,..,31,0,30,0,30,..,75,5,86,0,86,..,80,3,80,0,80,..,78,9,90,0,91,..,115,3,115,0,115,..,26,0,26,0,26,..,296,12,316,0,314,..,421,36,452,7,460,..,29,0,32,0,32,..,179,63,239,6,243,..,31,3,39,0,39,..,80,23,105,0,106,..,1227,145,1369,23,1393,..,7511,1342,8847,92,8944,..,103,17,121,5062,5177,26717,7609,1358,8967,5151,40836
POA4218,..,153,21,177,0,173,..,3,0,3,0,3,..,43,0,43,0,43,..,121,24,150,0,150,..,3,0,3,0,3,..,7,0,7,0,7,..,55,0,59,0,59,..,230,28,258,0,262,..,267,37,298,7,305,..,358,76,437,0,437,..,30,20,48,0,48,..,31,6,37,0,37,..,18,0,18,3,20,..,27,3,34,0,34,..,78,10,83,0,86,..,69,6,77,0,78,..,18,0,18,0,18,..,78,5,88,0,88,..,63,3,63,0,63,..,21,0,23,0,23,..,86,3,86,0,87,..,16,0,17,0,17,..,185,5,188,0,187,..,229,24,253,5,261,..,6,0,6,0,6,..,87,36,121,0,122,..,28,7,34,0,34,..,53,12,65,0,71,..,738,59,799,16,813,..,3696,597,4290,46,4339,..,90,3,99,2602,2696,24831,3791,600,4391,2647,31864
