POA_CODE_2016,A55_64_SOLSE_VWW_12,A55_64_SOLSE_VWW_13,A55_64_SOLSE_VWW_14,A55_64_SOLSE_VWW_15,A55_64_SOLSE_VWW_16,A55_64_SOLSE_VWW_YNS,A55_64_SOLSE_VWW_T,A55_64_SOLSE_NWNAA_B00,A55_64_SOLSE_NWNAA_00_05,A55_64_SOLSE_NWNAA_06_10,A55_64_SOLSE_NWNAA_11,A55_64_SOLSE_NWNAA_12,A55_64_SOLSE_NWNAA_13,A55_64_SOLSE_NWNAA_14,A55_64_SOLSE_NWNAA_15,A55_64_SOLSE_NWNAA_16,A55_64_SOLSE_NWNAA_YNS,A55_64_SOLSE_NWNAA_T,A55_64_SOLSE_PinE_NS_B00,A55_64_SOLSE_PinE_NS_00_05,A55_64_SOLSE_PinE_NS_06_10,A55_64_SOLSE_PinE_NS_11,A55_64_SOLSE_PinE_NS_12,A55_64_SOLSE_PinE_NS_13,A55_64_SOLSE_PinE_NS_14,A55_64_SOLSE_PinE_NS_15,A55_64_SOLSE_PinE_NS_16,A55_64_SOLSE_PinE_NS_YNS,A55_64_SOLSE_PinE_NS_T,A55_64_SOLSE_T_B00,A55_64_SOLSE_T_00_05,A55_64_SOLSE_T_06_10,A55_64_SOLSE_T_11,A55_64_SOLSE_T_12,A55_64_SOLSE_T_13,A55_64_SOLSE_T_14,A55_64_SOLSE_T_15,A55_64_SOLSE_T_16,A55_64_SOLSE_T_YNS,A55_64_SOLSE_T_T,A55_64_L_PinE_NS_B00,A55_64_L_PinE_NS_00_05,A55_64_L_PinE_NS_06_10,A55_64_L_PinE_NS_11,A55_64_L_PinE_NS_12,A55_64_L_PinE_NS_13,A55_64_L_PinE_NS_14,A55_64_L_PinE_NS_15,A55_64_L_PinE_NS_16,A55_64_L_PinE_NS_YNS,A55_64_L_PinE_NS_T,A55_64_T_B00,A55_64_T_00_05,A55_64_T_06_10,A55_64_T_11,A55_64_T_12,A55_64_T_13,A55_64_T_14,A55_64_T_15,A55_64_T_16,A55_64_T_YNS,A55_64_T_T,A65_74_SEO_B00,A65_74_SEO_00_05,A65_74_SEO_06_10,A65_74_SEO_11,A65_74_SEO_12,A65_74_SEO_13,A65_74_SEO_14,A65_74_SEO_15,A65_74_SEO_16,A65_74_SEO_YNS,A65_74_SEO_T,A65_74_SOLSE_VWW_B00,A65_74_SOLSE_VWW_00_05,A65_74_SOLSE_VWW_06_10,A65_74_SOLSE_VWW_11,A65_74_SOLSE_VWW_12,A65_74_SOLSE_VWW_13,A65_74_SOLSE_VWW_14,A65_74_SOLSE_VWW_15,A65_74_SOLSE_VWW_16,A65_74_SOLSE_VWW_YNS,A65_74_SOLSE_VWW_T,A65_74_SOLSE_NWNAA_B00,A65_74_SOLSE_NWNAA_00_05,A65_74_SOLSE_NWNAA_06_10,A65_74_SOLSE_NWNAA_11,A65_74_SOLSE_NWNAA_12,A65_74_SOLSE_NWNAA_13,A65_74_SOLSE_NWNAA_14,A65_74_SOLSE_NWNAA_15,A65_74_SOLSE_NWNAA_16,A65_74_SOLSE_NWNAA_YNS,A65_74_SOLSE_NWNAA_T,A65_74_SOLSE_PinE_NS_B00,A65_74_SOLSE_PinE_NS_00_05,A65_74_SOLSE_PinE_NS_06_10,A65_74_SOLSE_PinE_NS_11,A65_74_SOLSE_PinE_NS_12,A65_74_SOLSE_PinE_NS_13,A65_74_SOLSE_PinE_NS_14,A65_74_SOLSE_PinE_NS_15,A65_74_SOLSE_PinE_NS_16,A65_74_SOLSE_PinE_NS_YNS,A65_74_SOLSE_PinE_NS_T,A65_74_SOLSE_T_B00,A65_74_SOLSE_T_00_05,A65_74_SOLSE_T_06_10,A65_74_SOLSE_T_06,A65_74_SOLSE_T_12,A65_74_SOLSE_T_13,A65_74_SOLSE_T_14,A65_74_SOLSE_T_15,A65_74_SOLSE_T_16,A65_74_SOLSE_T_YNS,A65_74_SOLSE_T_T,A65_74_L_PinE_NS_B00,A65_74_L_PinE_NS_00_05,A65_74_L_PinE_NS_06_10,A65_74_L_PinE_NS_11,A65_74_L_PinE_NS_12,A65_74_L_PinE_NS_13,A65_74_L_PinE_NS_14,A65_74_L_PinE_NS_15,A65_74_L_PinE_NS_16,A65_74_L_PinE_NS_YNS,A65_74_L_PinE_NS_T,A65_74_T_B00,A65_74_T_00_05,A65_74_T_06_10,A65_74_T_11,A65_74_T_12,A65_74_T_13,A65_74_T_14,A65_74_T_15,A65_74_T_16,A65_74_T_YNS,A65_74_T_T,A75_84_SEO_B00,A75_84_SEO_00_05,A75_84_SEO_06_10,A75_84_SEO_11,A75_84_SEO_12,A75_84_SEO_13,A75_84_SEO_14,A75_84_SEO_15,A75_84_SEO_16,A75_84_SEO_YNS,A75_84_SEO_T,A75_84_SOLSE_VWW_B00,A75_84_SOLSE_VWW_00_05,A75_84_SOLSE_VWW_06_10,A75_84_SOLSE_VWW_11,A75_84_SOLSE_VWW_12,A75_84_SOLSE_VWW_13,A75_84_SOLSE_VWW_14,A75_84_SOLSE_VWW_15,A75_84_SOLSE_VWW_16,A75_84_SOLSE_VWW_YNS,A75_84_SOLSE_VWW_T,A75_84_SOLSE_NWNAA_B00,A75_84_SOLSE_NWNAA_00_05,A75_84_SOLSE_NWNAA_06_10,A75_84_SOLSE_NWNAA_11,A75_84_SOLSE_NWNAA_12,A75_84_SOLSE_NWNAA_13,A75_84_SOLSE_NWNAA_14,A75_84_SOLSE_NWNAA_15,A75_84_SOLSE_NWNAA_16,A75_84_SOLSE_NWNAA_YNS,A75_84_SOLSE_NWNAA_T,A75_84_SOLSE_PinE_NS_B00,A75_84_SOLSE_PinE_NS_00_05,A75_84_SOLSE_PinE_NS_06_10,A75_84_SOLSE_PinE_NS_11,A75_84_SOLSE_PinE_NS_12,A75_84_SOLSE_PinE_NS_13,A75_84_SOLSE_PinE_NS_14,A75_84_SOLSE_PinE_NS_15,A75_84_SOLSE_PinE_NS_16,A75_84_SOLSE_PinE_NS_YNS,A75_84_SOLSE_PinE_NS_T,A75_84_SOLSE_T_B00,A75_84_SOLSE_T_00_05,A75_84_SOLSE_T_06_10,A75_84_SOLSE_T_11,A75_84_SOLSE_T_12,A75_84_SOLSE_T_13,A75_84_SOLSE_T_14,A75_84_SOLSE_T_15,A75_84_SOLSE_T_16,A75_84_SOLSE_T_YNS,A75_84_SOLSE_T_T,A75_84_L_PinE_NS_B00,A75_84_L_PinE_NS_00_05,A75_84_L_PinE_NS_06_10,A75_84_L_PinE_NS_11,A75_84_L_PinE_NS_12,A75_84_L_PinE_NS_13
POA4183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,3,38,45,0,0,0,0,0,0,0,0,3,49,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,3,59,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4184,0,0,0,0,0,0,57,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,52,4,4,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,321,23,14,0,3,8,0,0,0,3,381,443,12,4,0,0,7,0,0,0,15,482,57,0,4,0,0,0,0,0,0,0,57,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,57,3,4,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,501,19,6,0,0,7,0,0,0,16,549,157,3,0,0,0,0,0,0,0,7,167,22,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0
POA4205,0,0,0,0,0,0,36,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,174,19,12,0,0,0,0,0,0,5,214,194,9,3,0,0,0,0,0,0,7,205,31,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,223,9,3,0,0,0,0,0,0,4,247,163,4,0,0,0,0,0,0,0,11,185,22,0,0,0,0,0,0,0,0,8,35,22,0,0,0,0,0,0,0,0,4,31,0,0,0,0,0,0,0,0,0,3,3,46,0,0,0,0,0,0,0,0,16,65,0,0,0,0,0,0
POA4207,3,4,4,0,0,9,375,31,9,5,0,0,4,0,3,0,5,69,0,0,0,0,0,0,0,0,0,0,0,329,34,43,6,3,7,3,3,4,14,443,4,0,0,0,0,0,0,0,0,0,6,1561,128,115,18,20,14,12,9,3,47,1918,1220,39,33,14,3,0,3,0,6,42,1352,224,9,7,0,0,0,0,0,3,6,246,43,4,3,0,0,4,0,0,3,3,55,3,0,0,0,0,0,0,0,0,0,4,263,6,5,0,0,4,0,0,5,12,308,0,0,0,0,0,0,0,0,0,0,0,1484,44,37,14,5,3,3,0,8,51,1664,583,12,5,0,0,0,0,0,0,11,618,98,3,4,0,0,3,0,0,0,3,111,33,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,130,4,5,0,3,3,0,0,0,3,149,3,0,0,0,0,0
POA4208,3,3,0,0,0,0,89,12,0,7,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,73,10,10,3,4,3,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,444,47,54,5,6,5,4,3,4,13,589,312,19,22,0,4,0,0,0,3,7,372,57,8,3,0,0,3,0,0,0,0,71,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,8,3,0,0,3,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,378,24,26,0,4,3,0,0,0,7,455,163,9,4,0,0,0,0,0,0,3,182,24,3,0,0,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
POA4209,3,0,0,0,3,7,262,19,7,3,0,0,3,5,3,0,3,47,3,0,0,0,0,0,0,0,0,0,3,186,37,50,4,3,5,3,4,7,12,311,0,0,0,0,0,0,0,0,0,0,0,814,168,190,36,23,25,19,10,14,37,1328,511,48,67,11,7,7,10,11,3,21,696,123,10,9,0,0,0,0,3,0,5,156,20,4,4,0,3,0,3,0,4,6,37,0,0,0,0,0,0,0,0,0,0,0,145,17,14,0,6,0,3,7,4,11,197,0,0,0,0,0,0,0,0,0,0,0,657,58,81,10,11,7,12,11,7,31,891,172,16,11,0,0,0,3,8,3,16,226,40,3,3,0,0,0,0,0,0,3,48,6,0,3,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,43,6,9,0,0,0,0,0,0,11,69,0,0,0,0,0,0
POA4210,0,0,0,3,0,3,146,10,3,3,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,109,22,13,0,0,0,0,3,5,4,168,0,0,0,0,0,0,0,0,0,0,3,577,94,63,3,3,4,7,7,5,14,777,325,35,27,0,5,0,7,0,0,11,408,69,7,0,0,0,3,0,0,0,0,86,20,0,0,0,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,90,8,3,0,0,3,0,3,0,0,106,0,0,0,0,0,0,0,0,0,0,0,414,39,25,4,5,3,4,5,0,15,516,126,7,4,3,0,0,3,0,0,0,142,38,0,0,0,0,0,0,0,0,0,43,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0
POA4211,4,7,9,3,0,7,531,58,8,5,4,4,4,11,3,3,11,104,7,0,0,0,0,0,0,0,0,0,7,467,64,43,8,8,9,12,4,3,21,637,4,0,0,0,0,0,0,0,0,3,5,1850,235,173,29,20,15,21,16,4,56,2424,1271,81,72,15,4,13,9,3,5,46,1516,314,22,17,0,7,0,3,0,0,5,371,50,4,11,0,0,0,0,8,0,0,76,3,0,0,0,0,0,0,0,0,0,3,370,23,27,3,9,3,3,10,3,6,457,3,0,0,0,0,0,0,0,0,3,5,1641,104,92,19,8,16,15,14,6,57,1975,638,31,23,3,3,6,8,3,0,23,737,162,7,5,0,0,3,0,0,3,10,182,43,4,4,0,4,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,204,8,4,0,5,3,0,0,3,10,239,3,0,0,0,0,0
POA4212,3,5,0,0,3,5,245,13,3,10,0,0,4,0,0,0,9,45,3,0,0,0,0,0,0,0,0,0,3,203,20,29,6,3,10,3,0,3,15,290,0,0,0,0,0,0,0,0,0,0,0,1004,172,124,15,15,17,18,14,6,29,1419,895,72,62,3,10,11,10,6,3,24,1095,146,12,9,0,0,3,0,0,0,3,170,23,3,3,0,0,0,0,0,0,3,34,3,0,0,0,0,0,0,0,0,0,3,169,15,10,0,3,3,0,0,0,3,204,0,0,0,0,0,0,0,0,0,0,0,1062,87,71,5,8,9,11,6,4,36,1298,421,37,34,3,6,0,0,3,3,7,517,65,3,3,0,0,0,0,0,0,0,72,8,3,0,0,0,0,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,72,11,3,0,0,0,3,4,0,0,98,3,0,0,0,0,0
POA4213,0,0,0,4,0,5,207,19,4,3,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,179,32,17,3,3,0,0,4,0,5,235,0,0,0,0,0,0,0,0,0,0,0,949,133,72,14,5,6,4,7,0,27,1206,617,34,32,6,5,0,3,3,0,18,714,132,9,5,0,0,0,0,0,0,3,147,19,4,0,0,0,0,0,0,0,3,23,5,0,0,0,0,0,0,0,0,0,6,155,12,4,0,0,0,0,0,0,7,183,0,0,0,0,0,0,0,0,0,0,0,774,49,39,6,5,0,3,3,0,23,895,298,25,30,5,0,0,0,0,0,11,371,67,3,0,0,0,0,0,0,0,0,71,18,0,0,0,0,3,0,0,0,0,21,3,0,0,0,0,0,0,0,0,0,3,84,3,0,0,0,3,0,0,0,0,92,0,0,0,0,0,0
POA4214,3,3,3,0,0,6,448,63,21,9,8,4,3,0,8,3,12,135,0,0,0,0,0,0,0,0,0,0,8,413,72,48,17,7,3,3,4,7,16,585,0,0,0,0,0,0,0,0,0,0,3,1263,180,118,19,13,17,4,13,6,51,1685,846,57,23,7,4,0,0,10,4,15,966,238,5,11,0,0,0,0,0,3,11,268,51,5,4,0,0,3,0,4,0,3,78,0,0,0,0,0,0,0,0,0,0,0,286,12,17,0,0,3,0,10,0,13,348,0,0,0,0,0,0,0,0,0,0,0,1132,71,41,10,5,5,0,14,3,26,1310,407,32,15,0,0,3,0,0,0,32,489,129,9,3,0,0,0,0,0,0,8,146,30,5,3,0,0,0,0,0,0,3,46,7,0,0,0,0,0,0,0,0,0,7,164,17,3,3,0,0,0,0,0,9,200,3,0,0,0,0,0
POA4215,3,3,3,6,3,7,523,77,36,29,7,14,7,8,10,12,11,206,4,0,0,0,0,0,0,0,0,0,3,492,78,62,15,16,14,10,20,14,18,739,0,0,0,0,0,0,0,0,0,0,0,1467,190,152,36,30,25,16,29,23,50,2014,1160,52,32,4,0,6,7,0,4,36,1306,363,17,10,0,0,3,0,4,0,5,410,71,25,17,6,5,6,0,8,3,6,156,4,0,0,0,0,0,0,0,0,0,3,436,38,30,6,13,11,3,15,0,12,567,5,0,0,0,0,0,0,0,0,0,7,1604,92,65,15,12,17,14,17,9,48,1880,642,29,26,0,7,0,0,0,3,41,746,222,7,3,0,0,0,0,0,3,7,247,93,11,5,0,0,0,0,3,0,4,124,3,0,0,0,0,0,0,0,0,0,3,322,23,7,0,0,0,0,3,3,17,381,4,0,0,0,0,0
POA4216,0,4,3,7,0,12,348,34,7,7,3,3,4,3,3,0,9,68,0,0,0,0,0,0,0,0,0,0,5,317,34,15,4,3,4,5,8,0,17,416,3,0,0,0,0,0,0,0,0,0,4,1371,172,120,26,16,19,30,15,8,50,1836,1400,70,69,17,9,13,11,6,5,31,1633,244,4,15,0,0,0,0,0,0,3,269,44,0,12,3,0,0,0,0,3,10,73,7,0,0,0,0,0,0,0,0,0,7,295,3,26,3,3,3,0,0,3,10,341,6,0,0,0,0,0,0,0,0,0,10,1699,73,91,15,11,10,7,6,8,46,1978,770,41,42,3,0,0,0,0,3,30,900,148,3,5,0,0,0,0,0,0,3,155,37,0,5,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,4,191,8,7,0,0,0,0,0,0,3,208,6,0,0,0,0,0
POA4217,0,3,7,3,3,15,452,34,9,15,3,5,7,4,3,0,10,100,3,0,0,0,0,0,0,0,0,0,3,395,55,40,10,9,12,10,6,4,25,558,0,0,0,0,0,0,0,0,0,5,10,1232,163,125,22,28,26,27,15,9,55,1693,1000,66,42,9,8,8,3,5,4,30,1181,335,21,3,0,0,0,0,0,0,9,377,52,7,9,0,0,3,6,0,3,4,87,9,0,0,0,0,0,0,0,0,0,9,397,22,16,0,0,8,7,3,3,16,475,0,0,0,0,0,0,0,0,0,7,7,1399,91,61,14,9,10,16,7,10,52,1659,438,25,18,0,3,0,0,0,3,27,513,201,5,8,0,0,0,0,0,0,3,211,50,6,4,0,0,0,0,0,0,0,63,3,0,0,0,0,0,0,0,0,0,3,246,8,9,0,0,0,0,0,0,7,275,3,0,0,0,0,0
POA4218,9,4,3,3,0,6,330,23,8,4,4,3,3,0,0,3,3,60,0,0,0,0,0,0,0,0,0,3,4,297,28,17,3,10,7,3,3,4,14,389,0,0,0,0,0,0,0,0,0,0,3,934,107,77,15,19,17,12,9,9,41,1231,663,44,30,5,4,7,0,0,0,20,787,238,16,3,0,0,0,0,3,0,4,265,56,3,7,0,3,0,0,0,3,7,76,3,0,0,0,0,0,0,0,0,0,3,292,17,13,0,5,0,0,4,3,15,344,4,0,0,0,0,0,0,0,0,0,4,959,63,45,5,8,7,3,3,0,34,1131,367,12,9,0,3,3,0,0,0,18,413,162,0,3,0,0,0,0,0,0,0,164,66,3,3,0,0,0,4,0,0,8,82,0,0,0,0,0,0,0,0,0,0,0,228,0,8,0,3,0,4,0,0,6,247,3,0,0,0,0,0
POA4220,3,0,3,0,0,3,175,22,0,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,3,164,11,13,0,3,3,3,0,0,7,212,3,0,0,0,0,0,0,0,0,0,3,772,73,66,16,8,7,10,3,0,21,981,661,39,25,0,6,8,0,0,3,24,765,142,4,0,3,0,0,0,0,0,3,156,17,0,3,0,0,0,0,0,0,0,20,3,0,0,0,0,0,0,0,0,0,4,159,10,3,3,0,0,0,0,0,3,180,0,0,0,0,0,0,0,0,0,0,0,826,43,22,4,6,8,0,0,3,24,942,406,25,8,3,3,3,0,0,0,20,473,117,3,0,0,0,0,0,0,0,0,122,17,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,136,3,0,0,0,0,0,0,0,3,139,3,0,0,0,0,0
POA4221,0,0,0,0,0,3,100,12,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,89,7,15,0,0,0,0,0,0,3,120,0,0,0,0,0,0,0,0,0,0,3,570,41,47,7,3,5,3,3,0,12,702,530,17,15,3,0,3,3,0,0,20,589,81,3,4,0,0,0,0,0,0,0,92,8,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,87,8,5,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,623,19,21,3,0,3,3,0,0,17,689,245,17,6,0,0,0,0,0,0,8,284,66,0,0,0,0,0,0,0,0,6,72,9,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,74,3,0,0,0,0,0,0,0,6,80,0,0,0,0,0,0
POA4222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4223,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,347,18,15,3,0,4,0,0,0,10,406,328,13,8,0,0,3,0,0,0,7,356,44,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,371,11,8,0,0,3,0,0,0,7,399,135,8,0,0,0,0,0,0,0,12,154,26,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0
POA4224,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,25,4,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,137,12,5,0,0,0,0,0,0,9,167,88,3,7,0,0,0,0,0,3,0,103,6,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,99,3,5,0,0,0,0,0,3,0,119,62,7,0,0,0,0,0,0,0,5,75,11,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0
POA4225,0,0,3,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,156,17,17,4,0,0,4,3,0,14,211,176,12,12,0,0,0,0,0,0,8,200,17,0,0,0,0,0,0,0,0,0,15,3,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,189,15,12,0,0,0,0,0,0,9,220,87,0,4,0,0,0,0,0,0,13,109,16,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0
POA4226,3,0,0,3,0,7,449,61,17,7,3,0,0,18,0,0,9,119,3,0,0,0,0,0,0,0,0,0,7,405,78,42,7,4,0,18,3,0,17,575,0,0,0,0,0,0,0,0,0,0,3,1160,210,123,13,16,10,23,10,3,38,1617,839,80,48,3,4,5,3,4,0,29,1010,272,13,8,0,0,3,4,0,0,8,305,42,14,6,4,0,3,3,3,0,4,81,4,0,0,0,0,0,0,0,0,0,4,320,21,16,4,0,4,8,4,0,11,393,3,0,0,0,0,0,0,0,0,0,3,1158,104,64,7,5,10,7,6,3,39,1400,407,31,10,0,0,3,0,5,0,39,490,151,0,3,0,0,0,0,0,0,9,164,42,4,3,0,0,0,0,0,0,4,58,3,0,0,0,0,0,0,0,0,0,3,202,4,3,0,0,0,0,0,0,20,232,0,0,0,0,0,0
POA4227,3,0,0,3,0,0,183,23,6,7,0,0,0,0,5,6,0,50,3,3,0,0,0,0,0,0,0,3,8,175,29,14,3,4,0,4,4,6,4,247,0,0,0,0,0,0,0,0,0,0,0,523,95,53,8,11,5,12,9,6,12,740,335,23,24,5,3,8,3,6,0,10,416,116,12,0,3,0,0,3,0,0,8,139,33,0,3,4,0,0,0,6,0,4,47,0,0,0,0,0,0,0,0,0,0,0,148,8,4,8,0,0,4,6,0,9,190,0,0,0,0,0,0,0,0,0,0,0,484,31,26,12,3,10,6,11,0,16,607,145,4,15,0,0,0,3,0,0,6,173,78,3,0,0,0,3,0,0,0,4,88,22,3,3,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,101,6,3,0,0,3,0,0,0,4,123,0,0,0,0,0,0
POA4228,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,161,9,9,0,0,0,0,0,0,0,185,131,0,3,0,4,0,0,0,0,5,137,19,0,0,3,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,152,0,3,3,4,0,0,0,0,3,169,41,0,0,0,0,0,0,0,0,5,53,4,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0
POA4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA4230,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,4,3,0,0,3,0,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,63,12,17,0,0,3,0,5,0,3,99,55,4,4,0,0,0,0,0,0,3,72,22,8,3,0,0,0,0,0,0,0,29,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,7,3,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,77,11,10,0,0,0,0,0,0,3,103,36,0,3,0,0,0,0,0,0,0,46,15,3,4,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0
