POA_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
POA4160,31,5,6,8,9,6,3,0,81,0,0,0,0,0,0,0,0,0,0,0,81,44,81,12,19,19,17,7,3,6,286,185,85,131,26,29,15,11,4,8,13,503,50,43,37,11,13,4,3,3,4,0,171,0,0,3,0,0,4,0,0,0,0,8,0,0,6,0,0,0,0,0,0,0,3,54,43,45,11,19,7,8,3,4,0,185,0,0,0,0,0,0,0,0,0,0,0,241,124,171,32,44,20,21,12,12,12,694,411,184,181,23,25,14,13,3,3,14,868,77,41,26,3,11,0,0,5,0,5,173,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,79,44,26,3,11,0,0,5,0,5,180,3,0,0,0,0,0,0,0,0,0,3,494,228,211,27,35,17,12,7,4,20,1052,503,80,44,0,4,4,3,0,0,11,657,101,12,5,0
POA4161,48,11,9,10,8,9,6,0,140,0,0,0,0,0,0,0,0,0,0,0,109,69,107,18,25,16,19,16,9,5,385,185,77,61,8,6,11,0,0,4,9,366,35,32,52,7,7,10,4,0,0,3,143,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,38,34,57,7,7,10,7,0,0,3,153,0,0,0,0,0,0,0,0,0,0,0,223,113,111,11,8,17,5,4,8,13,516,309,72,58,0,3,5,0,3,0,10,465,78,22,30,6,0,0,0,0,0,0,138,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,80,23,34,6,0,0,0,0,3,4,150,0,0,0,0,0,0,0,0,0,0,0,386,102,96,6,3,3,3,7,0,13,616,395,32,20,0,3,0,0,3,0,3,454,87,9,5,0
POA4163,31,5,5,21,6,10,3,0,112,0,0,0,0,0,0,0,0,0,0,0,66,45,77,23,12,31,16,16,5,5,297,125,65,75,16,18,13,13,8,0,9,341,35,23,52,10,8,12,9,4,5,3,156,3,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,0,3,42,23,58,10,7,10,11,8,5,3,174,0,0,0,0,0,0,0,0,0,0,0,168,92,134,22,31,18,19,21,5,11,513,319,124,114,12,18,18,6,8,0,7,629,60,24,24,9,0,0,0,4,0,4,128,4,8,4,0,0,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,3,64,36,27,9,3,0,0,3,0,4,153,0,0,0,0,0,0,0,0,0,0,0,386,161,150,22,20,18,13,12,0,17,783,461,86,41,3,7,3,3,3,6,8,620,100,15,10,0
POA4164,16,3,6,7,3,8,3,0,77,0,0,0,0,0,0,0,0,0,0,0,80,75,70,19,21,14,13,20,6,10,319,165,79,134,26,12,12,5,13,4,9,460,28,33,57,4,3,10,11,8,3,0,147,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,27,38,60,5,6,11,11,8,3,0,157,0,0,0,0,0,0,0,0,0,0,0,191,111,187,31,20,22,14,16,4,9,614,348,163,147,36,11,17,8,11,5,6,733,50,41,48,5,3,3,4,3,0,0,159,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,46,41,48,5,4,3,4,3,0,0,163,0,0,0,0,0,0,0,0,0,0,0,396,201,193,41,15,14,15,14,4,11,902,316,49,37,4,3,3,0,5,0,5,430,39,6,19,0
POA4165,66,8,10,13,9,5,6,10,181,0,0,0,0,0,0,0,0,0,0,3,232,115,188,43,33,31,16,13,7,22,693,374,146,201,38,24,22,6,8,9,17,841,69,63,90,11,11,13,8,7,3,10,280,0,0,7,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,69,64,95,11,9,13,11,7,4,11,290,0,0,0,0,0,0,0,0,0,0,3,442,211,297,45,34,30,20,17,9,29,1132,757,204,275,25,18,13,9,3,3,10,1324,91,55,54,5,4,3,0,3,0,4,220,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,99,51,54,5,4,3,0,3,0,4,228,0,0,0,0,0,0,0,0,0,0,3,860,254,329,35,22,14,10,3,3,17,1556,775,84,61,8,3,9,3,7,13,20,981,108,19,11,3
POA4169,180,45,82,101,149,203,157,70,1106,0,0,0,0,0,0,0,0,0,0,3,206,115,287,97,124,148,203,260,206,93,1734,153,55,66,13,12,11,11,6,18,7,349,68,48,100,39,21,30,25,31,15,5,379,0,0,4,3,6,3,3,4,7,3,32,4,0,0,0,0,0,0,0,0,0,4,66,51,102,41,21,32,27,39,21,6,421,0,0,0,0,0,0,0,0,0,0,0,223,108,176,48,30,43,34,47,37,17,766,188,34,46,4,3,10,6,3,4,3,314,90,22,22,4,4,0,3,5,4,12,166,9,3,5,3,3,5,0,0,7,3,28,0,0,0,0,0,0,0,0,0,0,0,97,27,25,7,9,5,7,5,11,8,198,0,0,0,0,0,0,0,0,0,0,0,287,65,71,10,13,14,15,11,10,18,508,206,24,21,4,13,0,3,3,0,4,280,88,9,6,0
POA4170,212,40,55,61,95,104,41,47,793,0,0,0,0,0,0,0,0,0,0,0,277,141,424,123,120,119,146,142,50,79,1619,292,138,162,30,17,18,15,9,4,9,690,104,102,168,29,33,11,10,27,10,13,503,0,4,3,0,3,0,4,10,0,0,30,0,0,0,0,0,0,0,0,0,0,0,106,112,169,24,39,11,14,32,10,13,538,0,0,0,0,0,0,0,0,0,0,0,403,243,329,58,55,31,29,45,16,25,1230,411,81,60,0,7,3,10,3,0,3,577,105,32,29,3,9,3,0,4,0,8,197,3,0,9,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,112,37,36,3,9,5,3,3,0,3,211,0,0,0,0,0,0,0,0,0,0,0,525,119,93,9,9,7,12,8,3,7,794,289,14,14,3,0,0,0,5,0,5,338,122,8,0,0
POA4171,78,16,17,22,25,27,15,9,263,0,0,0,0,0,0,0,0,0,3,3,126,74,175,56,41,48,48,56,28,18,666,201,113,130,25,28,30,18,19,10,3,569,45,55,68,16,17,13,22,11,15,3,245,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,42,55,67,16,17,13,23,8,15,3,251,0,0,0,0,0,0,0,0,0,0,0,242,165,195,44,40,44,37,28,27,9,824,358,85,70,20,9,11,0,9,0,11,583,59,21,20,3,3,5,3,4,0,0,126,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,65,24,20,3,3,5,6,4,0,0,130,0,0,0,0,0,0,0,0,0,0,0,425,109,96,20,15,14,6,14,3,11,712,262,19,19,6,0,0,0,0,0,4,317,60,0,15,0
POA4172,36,7,16,10,16,19,8,7,136,0,0,0,0,0,0,0,0,0,0,0,40,23,83,22,27,18,22,17,8,15,276,68,21,39,8,5,0,0,3,0,0,147,26,21,31,3,8,9,3,8,3,3,111,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,25,37,3,9,9,4,7,3,3,115,0,0,0,0,0,0,0,0,0,0,0,100,49,74,14,10,7,3,8,3,0,269,74,15,22,3,0,0,0,0,0,0,117,24,11,4,0,4,0,0,3,0,0,52,8,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,32,10,6,0,3,0,0,3,0,0,61,0,0,0,0,0,0,0,0,0,0,0,110,22,30,3,5,5,3,3,0,0,181,66,10,12,4,0,0,0,0,0,3,89,38,6,0,0
POA4173,55,8,4,13,3,7,3,7,149,0,0,0,0,0,0,0,0,0,0,0,54,49,115,19,14,33,10,19,3,19,332,107,45,31,16,9,3,0,0,0,3,217,43,33,68,6,3,8,3,3,3,5,180,3,3,10,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,49,39,73,6,3,8,3,3,10,5,197,0,0,0,0,0,0,0,0,0,0,0,152,83,109,22,8,13,5,3,9,6,414,138,37,26,3,6,0,0,0,0,4,214,72,29,13,3,4,4,3,0,0,0,135,13,0,4,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,88,32,21,3,3,4,4,0,0,0,158,3,0,0,0,0,0,0,0,0,0,3,222,67,45,8,10,4,8,0,0,8,369,121,17,7,0,0,0,0,0,0,6,151,77,7,0,0
POA4174,23,4,3,0,3,6,0,0,61,0,0,0,0,0,0,0,0,0,0,0,12,8,46,8,3,4,11,6,0,4,110,25,11,12,3,3,0,0,0,0,0,60,12,4,12,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,7,18,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,42,20,26,8,5,3,0,0,0,0,100,47,17,3,0,0,0,0,0,0,0,68,8,10,0,0,0,0,3,0,0,0,21,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,10,3,0,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,59,27,8,0,0,0,3,0,0,0,99,37,3,3,0,0,4,0,0,0,3,54,16,3,0,0
POA4178,122,17,28,29,26,14,9,3,307,0,0,0,0,0,0,0,0,0,0,0,159,108,278,50,74,54,54,28,19,12,831,262,128,140,42,22,32,19,23,3,22,698,68,79,135,23,27,26,11,13,3,5,392,3,4,13,0,3,0,3,0,0,0,34,3,0,0,0,0,0,0,0,0,3,8,78,86,148,26,36,28,13,16,3,8,434,0,0,0,0,0,0,0,0,0,0,0,345,215,294,65,60,61,28,43,9,25,1137,484,131,112,27,14,15,14,6,3,21,832,112,34,74,9,7,6,3,0,0,3,253,8,4,3,0,0,0,3,0,0,3,18,0,0,0,0,0,0,0,0,0,0,3,118,43,80,9,7,7,3,0,0,4,277,0,0,0,0,0,0,0,0,0,0,0,602,178,194,31,23,20,17,9,7,25,1102,459,53,36,5,11,6,0,3,3,14,597,99,14,16,0
POA4179,40,13,10,9,8,12,0,3,138,0,0,0,0,0,0,0,0,0,4,4,83,75,119,35,30,15,18,27,11,15,428,189,124,134,34,29,19,7,18,8,8,561,30,42,69,12,10,6,0,3,5,4,183,0,0,3,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,3,35,43,71,13,16,8,0,3,5,4,196,0,0,0,0,0,0,0,0,0,0,3,222,167,206,39,44,32,7,22,10,12,763,421,102,80,18,22,6,3,7,3,11,679,58,23,29,7,4,9,0,5,0,0,138,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,59,27,29,7,4,9,6,4,0,3,149,0,0,0,0,0,0,0,0,0,0,0,485,137,107,21,34,15,4,5,3,14,828,378,44,39,7,4,3,4,3,0,8,478,66,9,5,0
POA4183,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,3,0,3,19,13,0,3,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,16,4,3,0,0,0,0,0,0,0,25,26,3,0,0,0,0,0,0,0,3,36,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,5,40,37,0,0,0,0,0,0,0,0,3,41,0,0,0,0
POA4184,7,0,3,4,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,18,7,13,3,4,7,3,0,0,0,49,54,9,8,0,0,0,0,3,0,3,84,8,6,7,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,62,14,22,3,3,0,0,3,0,3,111,145,21,17,0,0,0,0,3,3,4,196,16,4,3,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,4,3,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,164,28,23,0,0,0,0,3,3,4,224,266,21,15,0,4,3,0,0,0,3,312,52,4,3,0
POA4205,20,0,7,3,0,4,7,3,50,0,0,0,0,0,0,0,0,0,0,0,30,15,28,5,9,3,3,4,5,6,106,46,11,10,5,3,3,0,0,0,3,85,7,3,16,0,4,3,0,0,5,3,43,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,4,4,0,0,5,4,46,0,0,0,0,0,0,0,0,0,0,0,55,19,23,8,5,3,3,3,6,4,129,91,12,13,3,0,0,0,3,0,0,116,33,4,3,0,3,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,31,4,3,0,3,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,123,17,16,3,3,4,3,6,0,7,175,138,12,6,0,0,0,0,0,0,4,164,31,4,0,0
POA4207,242,49,43,49,34,38,13,20,705,0,0,3,0,0,0,0,0,0,0,3,518,240,479,93,120,84,69,70,23,66,1752,647,189,181,42,32,17,21,9,3,40,1179,177,127,185,26,17,22,20,12,3,14,604,3,15,38,4,3,4,0,4,3,3,81,0,0,0,0,0,0,0,0,0,0,3,185,135,225,30,19,26,20,17,9,11,691,0,0,0,0,0,0,0,0,0,0,3,830,330,410,75,52,49,44,25,14,54,1879,1114,194,185,26,18,17,15,7,0,35,1612,221,68,93,14,12,6,10,4,3,12,444,21,16,38,3,0,5,0,0,0,0,86,8,0,0,0,0,0,0,0,0,0,13,249,86,127,15,16,12,9,7,7,15,546,0,0,3,0,0,0,0,0,0,3,9,1362,277,310,48,42,29,22,17,8,56,2164,1231,96,68,13,15,5,3,3,0,31,1466,289,28,35,3
POA4208,75,8,5,7,15,10,0,3,171,0,0,0,0,0,0,0,0,0,0,0,182,105,210,40,38,31,22,20,10,15,666,277,129,139,25,35,9,18,22,3,12,663,68,40,73,6,13,10,3,0,0,3,221,0,10,3,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,68,48,75,6,13,10,3,0,3,8,232,0,0,0,0,0,0,0,0,0,0,0,345,176,216,31,45,13,25,21,7,20,901,401,95,146,21,18,7,12,0,0,17,715,75,32,21,6,4,0,0,0,3,9,158,8,0,3,0,0,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,3,79,32,25,6,4,6,0,0,4,8,178,0,0,0,0,0,0,0,0,0,0,0,485,126,180,25,24,15,8,5,3,21,894,371,38,43,7,7,3,3,3,3,12,482,61,10,8,3
POA4209,295,39,54,42,47,34,23,22,747,4,0,0,0,0,0,0,0,0,4,10,523,385,857,191,209,143,116,85,54,82,2646,642,369,622,90,114,85,49,44,16,54,2081,186,172,263,26,51,30,28,15,10,15,787,3,9,18,3,0,3,0,7,0,0,44,3,0,0,0,0,0,0,0,0,3,13,193,185,281,28,49,33,28,24,9,13,846,0,0,0,0,0,0,0,0,0,3,5,842,558,902,122,157,115,76,64,30,72,2936,857,265,429,52,56,40,39,13,9,37,1794,184,79,123,14,22,7,4,10,6,11,449,10,11,9,8,4,0,0,3,0,0,42,0,0,0,0,0,0,0,0,0,0,5,195,89,131,19,20,7,7,16,3,14,501,3,0,3,0,0,0,0,0,0,0,7,1054,355,564,72,72,45,41,29,16,54,2300,627,128,145,26,21,22,13,8,8,30,1016,161,35,42,8
POA4210,61,5,5,7,17,3,5,0,173,0,0,0,0,0,0,0,0,0,0,0,192,111,211,36,25,30,39,10,11,13,677,295,155,175,42,17,23,16,8,3,15,744,72,69,53,11,3,8,5,3,4,5,227,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,74,71,58,11,3,8,6,3,4,5,238,0,0,0,0,0,0,0,0,0,0,0,367,228,233,51,21,35,22,9,9,21,983,507,161,162,21,30,10,15,3,0,20,921,107,52,42,6,0,0,3,3,0,3,225,4,4,0,0,0,7,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,113,51,50,6,0,7,3,3,0,3,242,0,0,0,0,0,0,0,0,0,0,0,625,214,207,25,27,13,15,7,3,25,1161,463,69,52,3,5,4,6,0,0,10,607,105,22,11,0
POA4211,302,50,42,65,40,38,16,24,788,0,3,0,0,0,0,0,0,0,6,9,493,356,679,143,113,119,88,93,36,64,2184,849,368,389,65,57,36,28,22,9,44,1861,227,227,263,40,28,15,24,21,7,10,874,8,8,20,3,3,6,4,3,0,0,61,0,3,7,0,0,0,0,0,0,0,11,238,242,288,41,36,25,32,20,5,13,945,0,0,0,0,0,0,0,0,0,4,4,1085,610,677,102,88,60,58,42,14,62,2807,1342,314,302,40,33,20,19,16,3,45,2136,454,132,121,9,11,9,7,10,8,8,770,38,13,21,0,3,0,3,0,0,3,89,0,0,0,0,0,0,0,0,0,3,8,498,143,146,9,20,15,13,10,9,16,869,0,0,0,0,0,0,0,0,0,5,7,1839,463,450,45,45,39,33,20,10,63,3007,1379,167,132,21,17,11,9,9,4,36,1778,406,56,33,8
POA4212,114,18,17,16,17,13,15,4,302,0,0,0,0,0,0,0,0,0,0,0,217,127,228,44,33,48,44,32,30,20,820,328,152,190,42,43,28,14,18,8,22,850,110,94,99,18,17,16,13,8,11,5,396,7,5,8,0,4,6,3,4,0,5,39,0,0,0,0,0,0,0,0,0,0,3,110,100,108,21,19,22,18,11,16,11,435,0,0,0,0,0,0,0,0,0,0,3,440,251,297,64,64,51,38,28,28,37,1284,664,216,268,29,34,19,19,16,10,26,1295,175,79,76,16,15,9,6,3,9,4,386,10,7,15,0,0,3,3,3,0,4,47,0,0,0,0,0,0,0,0,0,0,0,185,87,88,16,14,11,9,8,5,3,435,0,0,0,0,0,0,0,0,0,0,0,850,301,357,53,47,30,28,25,18,28,1734,802,148,95,12,11,9,12,8,5,20,1126,185,16,23,0
POA4213,31,7,8,12,9,5,0,3,129,0,0,0,0,0,0,0,0,0,0,0,176,127,125,25,24,26,14,16,3,17,552,430,156,164,17,28,32,14,18,3,21,884,87,92,90,8,8,11,5,3,0,3,307,4,4,6,0,3,0,0,0,0,0,19,0,3,0,0,0,0,0,0,0,0,5,95,96,92,8,12,11,10,3,0,3,330,0,0,0,0,0,0,0,0,0,0,0,526,255,262,23,35,39,21,19,5,27,1212,755,168,190,21,20,7,8,8,0,20,1195,170,69,57,4,3,3,3,3,0,6,326,3,6,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,176,76,58,10,3,9,3,3,0,6,345,0,0,0,0,0,0,0,0,0,0,0,934,243,244,29,26,14,10,7,0,27,1536,771,103,61,10,3,3,4,4,0,15,971,159,26,10,3
POA4214,253,42,69,60,55,37,35,14,818,0,0,0,0,0,0,0,0,0,0,4,356,250,442,87,107,91,87,56,40,46,1558,413,198,199,28,25,24,16,11,9,24,944,200,221,217,32,29,23,19,11,12,20,784,7,11,22,9,9,8,5,5,0,0,76,0,0,0,0,0,0,0,0,0,0,5,206,235,242,43,32,26,31,20,12,17,866,0,0,0,0,0,0,0,0,0,0,0,625,433,443,72,55,51,49,30,17,39,1818,895,202,165,18,17,22,9,7,3,27,1367,373,133,97,15,7,12,7,8,5,8,658,51,31,37,3,3,3,4,0,0,5,141,0,0,0,0,0,0,0,0,0,0,0,425,157,137,15,13,10,9,13,9,15,802,0,0,0,0,0,0,0,0,0,3,4,1319,363,303,35,29,28,22,19,9,48,2172,847,112,73,7,4,6,0,9,0,32,1098,349,47,36,7
POA4215,778,168,207,254,246,244,134,86,2527,0,0,0,0,0,4,0,0,0,3,4,490,405,1089,249,280,329,310,310,171,126,3761,486,205,187,35,32,28,36,19,7,26,1053,276,301,439,49,70,78,66,62,21,20,1375,15,35,57,21,19,22,31,19,14,13,227,3,3,3,0,0,0,0,0,0,0,13,291,337,498,68,89,100,96,80,32,32,1615,0,0,0,0,0,0,0,0,0,6,6,769,537,679,100,116,119,133,102,40,60,2670,867,161,136,34,16,26,12,9,8,40,1314,422,121,141,31,23,18,25,7,4,18,810,59,26,41,15,11,17,15,9,9,7,207,8,0,0,0,0,0,0,0,0,0,8,484,148,180,47,32,35,32,23,16,22,1028,0,0,0,0,0,0,0,0,0,0,4,1356,308,316,80,46,61,52,35,30,64,2346,976,103,93,20,18,15,5,8,10,34,1274,408,46,30,6
POA4216,218,50,68,61,69,44,24,14,690,0,0,0,0,0,0,0,0,0,0,0,238,189,385,91,108,98,107,76,50,31,1362,391,166,156,28,36,22,30,18,8,21,874,144,133,135,12,30,22,17,17,11,7,530,4,7,19,0,10,4,5,5,3,5,63,0,0,0,0,0,0,0,0,0,0,3,145,140,150,13,44,29,21,22,10,10,597,0,0,0,0,0,0,0,0,0,0,0,536,312,306,49,75,45,51,42,25,32,1468,697,188,181,32,16,30,14,18,5,20,1199,238,81,61,14,13,11,12,8,6,13,447,17,12,17,0,3,7,6,6,0,7,74,0,0,0,0,0,0,0,0,0,0,0,259,92,73,18,20,13,21,13,8,13,525,0,0,0,0,0,0,0,0,0,0,3,957,274,260,45,31,40,32,33,10,37,1733,1056,134,105,23,16,13,21,7,6,33,1419,279,27,10,0
